fabric_id,fabric_name,period,gross_requirement_meters,opening_inventory_meters,confirmed_receipts_meters,safety_stock_meters,net_requirement_meters,projected_ending_inventory,inventory_coverage_pct,lead_time_weeks,criticality,standard_cost_per_meter,is_deficit
FAB_029,Premium Linen Grade-29,W07,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W08,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W09,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W10,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W11,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W12,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,M04,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,M05,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,M06,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_030,Premium Linen Grade-30,W01,0.0,7056.0,1260.0,5040,0.0,8316.0,831600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W02,0.0,8316.0,1260.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W03,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W04,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W05,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W06,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W07,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W08,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W09,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W10,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W11,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,W12,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,M04,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,M05,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
FAB_030,Premium Linen Grade-30,M06,0.0,9576.0,0.0,5040,0.0,9576.0,957600.0,3,HIGH,7.64,False
