supplier_id,fabric_id,period,max_supply_meters,committed_supply_meters,available_supply_meters
S002,FAB_026,W09,13020,6256,6764
S004,FAB_026,W09,14141,5953,8188
S005,FAB_026,W09,16276,9851,6425
S006,FAB_026,W09,18438,10329,8109
S001,FAB_027,W09,24048,10770,13278
S002,FAB_027,W09,19417,8380,11037
S004,FAB_027,W09,13223,8371,4852
S005,FAB_027,W09,14230,8310,5920
S007,FAB_027,W09,21579,8258,13321
S001,FAB_028,W09,13731,5482,8249
S002,FAB_028,W09,19635,8722,10913
S004,FAB_028,W09,13978,7139,6839
S006,FAB_028,W09,24621,10151,14470
S008,FAB_028,W09,17051,8338,8713
S001,FAB_029,W09,13964,5266,8698
S002,FAB_029,W09,23240,10254,12986
S004,FAB_029,W09,23545,13163,10382
S003,FAB_029,W09,12660,5247,7413
S006,FAB_029,W09,17370,6852,10518
S001,FAB_030,W09,23651,10039,13612
S002,FAB_030,W09,17828,8359,9469
S004,FAB_030,W09,12802,7081,5721
S006,FAB_030,W09,16262,9692,6570
S008,FAB_030,W09,14848,5335,9513
S001,FAB_001,W10,18625,11293,7332
S002,FAB_001,W10,21108,12124,8984
S004,FAB_001,W10,16093,6089,10004
S005,FAB_001,W10,13669,8080,5589
S006,FAB_001,W10,14290,5522,8768
S001,FAB_002,W10,13010,7794,5216
S002,FAB_002,W10,15641,6087,9554
S004,FAB_002,W10,18563,8570,9993
S003,FAB_002,W10,22326,14093,8233
S007,FAB_002,W10,13376,7018,6358
S001,FAB_003,W10,16240,10153,6087
S002,FAB_003,W10,13228,4716,8512
S004,FAB_003,W10,13056,5344,7712
S008,FAB_003,W10,22583,10908,11675
S003,FAB_003,W10,14110,5327,8783
S001,FAB_004,W10,17432,6741,10691
S002,FAB_004,W10,19552,7140,12412
S004,FAB_004,W10,21402,10271,11131
S006,FAB_004,W10,23869,11182,12687
S005,FAB_004,W10,12483,5802,6681
S001,FAB_005,W10,18990,7630,11360
S002,FAB_005,W10,15517,9659,5858
S004,FAB_005,W10,16505,7162,9343
S007,FAB_005,W10,14435,5202,9233
S003,FAB_005,W10,22144,11849,10295
S001,FAB_006,W10,22605,9913,12692
S002,FAB_006,W10,18750,11528,7222
S004,FAB_006,W10,19848,7309,12539
S007,FAB_006,W10,16583,7709,8874
S005,FAB_006,W10,18868,7732,11136
S001,FAB_007,W10,20614,8755,11859
S002,FAB_007,W10,20907,12302,8605
S004,FAB_007,W10,18266,10677,7589
S006,FAB_007,W10,17883,8832,9051
S007,FAB_007,W10,24803,12287,12516
S001,FAB_008,W10,21267,10648,10619
S002,FAB_008,W10,18363,7916,10447
S004,FAB_008,W10,12427,5538,6889
S006,FAB_008,W10,15588,5592,9996
S008,FAB_008,W10,24755,10750,14005
S001,FAB_009,W10,19728,10038,9690
S002,FAB_009,W10,24563,12900,11663
S004,FAB_009,W10,15813,10155,5658
S006,FAB_009,W10,13640,5788,7852
S008,FAB_009,W10,15951,6858,9093
S001,FAB_010,W10,24963,15606,9357
S002,FAB_010,W10,12916,7481,5435
S004,FAB_010,W10,15594,8151,7443
S007,FAB_010,W10,18363,8381,9982
S008,FAB_010,W10,14846,5980,8866
S001,FAB_011,W10,21707,9668,12039
S002,FAB_011,W10,24093,13474,10619
S004,FAB_011,W10,21692,7775,13917
S007,FAB_011,W10,23477,10693,12784
S008,FAB_011,W10,21300,11056,10244
S001,FAB_012,W10,21225,13467,7758
S002,FAB_012,W10,20064,10285,9779
S004,FAB_012,W10,14876,7395,7481
S006,FAB_012,W10,13478,4944,8534
S005,FAB_012,W10,21857,9084,12773
S001,FAB_013,W10,20625,10176,10449
S002,FAB_013,W10,17435,10903,6532
S004,FAB_013,W10,15300,9056,6244
S007,FAB_013,W10,17582,9935,7647
S008,FAB_013,W10,17301,6364,10937
S001,FAB_014,W10,14420,7584,6836
S002,FAB_014,W10,14320,8338,5982
S004,FAB_014,W10,20622,12542,8080
S003,FAB_014,W10,13188,6093,7095
S007,FAB_014,W10,22848,10708,12140
S001,FAB_015,W10,13655,6157,7498
S002,FAB_015,W10,17285,6757,10528
S004,FAB_015,W10,14580,8306,6274
S007,FAB_015,W10,19157,11255,7902
S008,FAB_015,W10,19982,10885,9097
S001,FAB_016,W10,14854,8350,6504
S002,FAB_016,W10,21207,11834,9373
S004,FAB_016,W10,22055,12926,9129
S005,FAB_016,W10,15657,8606,7051
S006,FAB_016,W10,14872,6893,7979
S001,FAB_017,W10,24025,13371,10654
S002,FAB_017,W10,14086,5681,8405
S004,FAB_017,W10,12029,7634,4395
S005,FAB_017,W10,21385,9997,11388
S003,FAB_017,W10,24629,15751,8878
S001,FAB_018,W10,12530,5069,7461
S002,FAB_018,W10,17213,10780,6433
S004,FAB_018,W10,22016,9164,12852
S007,FAB_018,W10,21265,8106,13159
S003,FAB_018,W10,20129,7894,12235
S001,FAB_019,W10,24211,9038,15173
S002,FAB_019,W10,17682,11399,6283
S004,FAB_019,W10,14750,7977,6773
S007,FAB_019,W10,13453,8024,5429
S006,FAB_019,W10,22977,12447,10530
S001,FAB_020,W10,17500,8469,9031
S002,FAB_020,W10,16345,6748,9597
S004,FAB_020,W10,23356,8649,14707
S005,FAB_020,W10,16205,9497,6708
S007,FAB_020,W10,23803,8340,15463
S001,FAB_021,W10,18323,8821,9502
S002,FAB_021,W10,18875,12093,6782
S004,FAB_021,W10,18783,9352,9431
S006,FAB_021,W10,18204,8289,9915
S003,FAB_021,W10,18149,6904,11245
S001,FAB_022,W10,19855,11647,8208
S002,FAB_022,W10,21470,11707,9763
S004,FAB_022,W10,23258,9714,13544
S005,FAB_022,W10,19393,7216,12177
S003,FAB_022,W10,12547,5501,7046
S001,FAB_023,W10,17221,7376,9845
S002,FAB_023,W10,13715,5105,8610
S004,FAB_023,W10,14787,9114,5673
S008,FAB_023,W10,14636,8336,6300
S003,FAB_023,W10,20962,13259,7703
S001,FAB_024,W10,13525,6104,7421
S002,FAB_024,W10,22053,13628,8425
S004,FAB_024,W10,23542,8458,15084
S003,FAB_024,W10,22709,9072,13637
S005,FAB_024,W10,19113,7590,11523
S001,FAB_025,W10,13659,6137,7522
S002,FAB_025,W10,15112,7144,7968
S004,FAB_025,W10,21078,11943,9135
S008,FAB_025,W10,23959,12267,11692
S006,FAB_025,W10,22823,9915,12908
S001,FAB_026,W10,15891,6019,9872
S002,FAB_026,W10,18437,9615,8822
S004,FAB_026,W10,20043,7938,12105
S005,FAB_026,W10,17911,6289,11622
S006,FAB_026,W10,13435,5889,7546
S001,FAB_027,W10,22846,12280,10566
S002,FAB_027,W10,19869,8144,11725
S004,FAB_027,W10,12421,5118,7303
S005,FAB_027,W10,22456,9825,12631
S007,FAB_027,W10,13342,6565,6777
S001,FAB_028,W10,13892,6147,7745
S002,FAB_028,W10,18512,9094,9418
S004,FAB_028,W10,22830,9805,13025
S006,FAB_028,W10,22516,11556,10960
S008,FAB_028,W10,15029,6932,8097
S001,FAB_029,W10,18249,8409,9840
S002,FAB_029,W10,19303,7014,12289
S004,FAB_029,W10,19204,9400,9804
S003,FAB_029,W10,15706,9441,6265
S006,FAB_029,W10,21244,7828,13416
S001,FAB_030,W10,24324,13595,10729
S002,FAB_030,W10,13584,5103,8481
S004,FAB_030,W10,17632,10446,7186
S006,FAB_030,W10,18782,12043,6739
S008,FAB_030,W10,21662,9060,12602
S001,FAB_001,W11,12999,7828,5171
S002,FAB_001,W11,20561,9778,10783
S004,FAB_001,W11,20773,11552,9221
S005,FAB_001,W11,19779,10320,9459
S006,FAB_001,W11,15860,7817,8043
S001,FAB_002,W11,13293,6226,7067
S002,FAB_002,W11,23703,8543,15160
S004,FAB_002,W11,21358,13244,8114
S003,FAB_002,W11,21363,11819,9544
S007,FAB_002,W11,22162,8737,13425
S001,FAB_003,W11,24405,11829,12576
S002,FAB_003,W11,14738,9456,5282
S004,FAB_003,W11,15157,5878,9279
S008,FAB_003,W11,18936,7072,11864
S003,FAB_003,W11,23192,11146,12046
S001,FAB_004,W11,22276,8784,13492
S002,FAB_004,W11,21749,9294,12455
S004,FAB_004,W11,23912,14927,8985
S006,FAB_004,W11,13097,4925,8172
S005,FAB_004,W11,21115,9907,11208
S001,FAB_005,W11,17343,10526,6817
S002,FAB_005,W11,20514,9999,10515
S004,FAB_005,W11,12202,7149,5053
S007,FAB_005,W11,22208,11687,10521
S003,FAB_005,W11,24807,11805,13002
S001,FAB_006,W11,18790,7420,11370
S002,FAB_006,W11,21283,11202,10081
S004,FAB_006,W11,24425,15618,8807
S007,FAB_006,W11,13641,8559,5082
S005,FAB_006,W11,21219,12388,8831
S001,FAB_007,W11,24873,10840,14033
S002,FAB_007,W11,20775,12756,8019
S004,FAB_007,W11,18732,8040,10692
S006,FAB_007,W11,22728,11265,11463
S007,FAB_007,W11,21977,10810,11167
S001,FAB_008,W11,14821,6411,8410
S002,FAB_008,W11,14356,7687,6669
S004,FAB_008,W11,23154,12922,10232
S006,FAB_008,W11,12635,5922,6713
S008,FAB_008,W11,17431,9711,7720
S001,FAB_009,W11,12807,7347,5460
S002,FAB_009,W11,16400,10153,6247
S004,FAB_009,W11,12331,5565,6766
S006,FAB_009,W11,16965,7520,9445
S008,FAB_009,W11,20054,12182,7872
S001,FAB_010,W11,23220,8811,14409
S002,FAB_010,W11,15734,6141,9593
S004,FAB_010,W11,24185,11679,12506
S007,FAB_010,W11,17257,7434,9823
S008,FAB_010,W11,18828,10006,8822
S001,FAB_011,W11,13462,5470,7992
S002,FAB_011,W11,15463,9649,5814
S004,FAB_011,W11,18671,10685,7986
S007,FAB_011,W11,24443,12342,12101
S008,FAB_011,W11,18126,10808,7318
S001,FAB_012,W11,20442,12008,8434
S002,FAB_012,W11,13075,5796,7279
S004,FAB_012,W11,20303,9563,10740
S006,FAB_012,W11,24787,15005,9782
S005,FAB_012,W11,21317,7646,13671
S001,FAB_013,W11,15158,9285,5873
S002,FAB_013,W11,15288,9189,6099
S004,FAB_013,W11,16087,5790,10297
S007,FAB_013,W11,12828,8022,4806
S008,FAB_013,W11,23544,9646,13898
S001,FAB_014,W11,18035,10767,7268
S002,FAB_014,W11,20275,9510,10765
S004,FAB_014,W11,14029,7777,6252
S003,FAB_014,W11,15963,7370,8593
S007,FAB_014,W11,21732,10514,11218
S001,FAB_015,W11,19775,10402,9373
S002,FAB_015,W11,17730,8036,9694
S004,FAB_015,W11,16237,9331,6906
S007,FAB_015,W11,23286,8781,14505
S008,FAB_015,W11,12449,5800,6649
S001,FAB_016,W11,14669,8891,5778
S002,FAB_016,W11,24776,15843,8933
S004,FAB_016,W11,15626,8503,7123
S005,FAB_016,W11,23103,9518,13585
S006,FAB_016,W11,22675,10721,11954
S001,FAB_017,W11,12328,7512,4816
S002,FAB_017,W11,24575,13630,10945
S004,FAB_017,W11,19767,12323,7444
S005,FAB_017,W11,22606,9086,13520
S003,FAB_017,W11,12138,5063,7075
S001,FAB_018,W11,21967,12994,8973
S002,FAB_018,W11,17004,9587,7417
S004,FAB_018,W11,23622,12822,10800
S007,FAB_018,W11,18943,11718,7225
S003,FAB_018,W11,17713,8638,9075
S001,FAB_019,W11,15575,7631,7944
S002,FAB_019,W11,23095,11690,11405
S004,FAB_019,W11,22217,10423,11794
S007,FAB_019,W11,13676,4816,8860
S006,FAB_019,W11,22852,14624,8228
S001,FAB_020,W11,18131,9399,8732
S002,FAB_020,W11,21728,11574,10154
S004,FAB_020,W11,16890,9379,7511
S005,FAB_020,W11,19892,7343,12549
S007,FAB_020,W11,16529,8961,7568
S001,FAB_021,W11,16536,7083,9453
S002,FAB_021,W11,23650,15033,8617
S004,FAB_021,W11,22673,9967,12706
S006,FAB_021,W11,14456,7302,7154
S003,FAB_021,W11,15937,9879,6058
S001,FAB_022,W11,21830,10286,11544
S002,FAB_022,W11,17236,9552,7684
S004,FAB_022,W11,23817,8517,15300
S005,FAB_022,W11,20148,13080,7068
S003,FAB_022,W11,16250,10108,6142
S001,FAB_023,W11,18628,8689,9939
S002,FAB_023,W11,12578,6602,5976
S004,FAB_023,W11,21372,12712,8660
S008,FAB_023,W11,17622,10008,7614
S003,FAB_023,W11,15643,8695,6948
S001,FAB_024,W11,22458,13148,9310
S002,FAB_024,W11,23007,10526,12481
S004,FAB_024,W11,16918,10212,6706
S003,FAB_024,W11,22774,13959,8815
S005,FAB_024,W11,14967,6557,8410
S001,FAB_025,W11,19713,7656,12057
S002,FAB_025,W11,16237,9215,7022
S004,FAB_025,W11,21159,12248,8911
S008,FAB_025,W11,14999,9510,5489
S006,FAB_025,W11,17499,9560,7939
S001,FAB_026,W11,15641,7141,8500
S002,FAB_026,W11,24193,14792,9401
S004,FAB_026,W11,18889,11077,7812
S005,FAB_026,W11,17428,8043,9385
S006,FAB_026,W11,21593,9462,12131
S001,FAB_027,W11,13929,6841,7088
S002,FAB_027,W11,22393,11757,10636
S004,FAB_027,W11,22168,8232,13936
S005,FAB_027,W11,15187,7595,7592
S007,FAB_027,W11,23152,10754,12398
S001,FAB_028,W11,16888,8003,8885
S002,FAB_028,W11,14470,5660,8810
S004,FAB_028,W11,15281,6919,8362
S006,FAB_028,W11,21329,13178,8151
S008,FAB_028,W11,19496,7661,11835
S001,FAB_029,W11,23725,9587,14138
S002,FAB_029,W11,13324,6612,6712
S004,FAB_029,W11,22338,14430,7908
S003,FAB_029,W11,17134,9258,7876
S006,FAB_029,W11,12077,5864,6213
S001,FAB_030,W11,15430,8924,6506
S002,FAB_030,W11,14762,7718,7044
S004,FAB_030,W11,14595,7251,7344
S006,FAB_030,W11,24510,14312,10198
S008,FAB_030,W11,14120,7544,6576
S001,FAB_001,W12,22379,10715,11664
S002,FAB_001,W12,19029,12170,6859
S004,FAB_001,W12,18280,6423,11857
S005,FAB_001,W12,20745,8501,12244
S006,FAB_001,W12,18112,11501,6611
S001,FAB_002,W12,17279,9970,7309
S002,FAB_002,W12,20700,8428,12272
S004,FAB_002,W12,23087,8109,14978
S003,FAB_002,W12,24019,10199,13820
S007,FAB_002,W12,23362,14323,9039
S001,FAB_003,W12,17113,6651,10462
S002,FAB_003,W12,18284,9160,9124
S004,FAB_003,W12,17015,6807,10208
S008,FAB_003,W12,12749,5602,7147
S003,FAB_003,W12,16764,8160,8604
S001,FAB_004,W12,20524,10855,9669
S002,FAB_004,W12,17535,8418,9117
S004,FAB_004,W12,23252,15082,8170
S006,FAB_004,W12,17615,11429,6186
S005,FAB_004,W12,20031,9169,10862
S001,FAB_005,W12,15087,6026,9061
S002,FAB_005,W12,18609,6619,11990
S004,FAB_005,W12,15675,8905,6770
S007,FAB_005,W12,14149,5848,8301
S003,FAB_005,W12,12359,6512,5847
S001,FAB_006,W12,14768,5714,9054
S002,FAB_006,W12,23650,12893,10757
S004,FAB_006,W12,12612,5833,6779
S007,FAB_006,W12,22491,9597,12894
S005,FAB_006,W12,20761,11147,9614
S001,FAB_007,W12,21730,14089,7641
S002,FAB_007,W12,22845,8736,14109
S004,FAB_007,W12,12323,4491,7832
S006,FAB_007,W12,13897,6601,7296
S007,FAB_007,W12,18230,7056,11174
S001,FAB_008,W12,16140,7946,8194
S002,FAB_008,W12,14508,5972,8536
S004,FAB_008,W12,23235,12525,10710
S006,FAB_008,W12,16933,8064,8869
S008,FAB_008,W12,13654,7492,6162
S001,FAB_009,W12,16423,8816,7607
S002,FAB_009,W12,23480,9184,14296
S004,FAB_009,W12,13718,6906,6812
S006,FAB_009,W12,22120,8523,13597
S008,FAB_009,W12,13867,8118,5749
S001,FAB_010,W12,20154,8254,11900
S002,FAB_010,W12,15272,8909,6363
S004,FAB_010,W12,20571,13205,7366
S007,FAB_010,W12,17864,10022,7842
S008,FAB_010,W12,16839,6703,10136
S001,FAB_011,W12,20980,10467,10513
S002,FAB_011,W12,15402,8570,6832
S004,FAB_011,W12,19875,8927,10948
S007,FAB_011,W12,12044,4261,7783
S008,FAB_011,W12,13458,8371,5087
S001,FAB_012,W12,21406,11788,9618
S002,FAB_012,W12,14443,9168,5275
S004,FAB_012,W12,24771,12472,12299
S006,FAB_012,W12,23854,13526,10328
S005,FAB_012,W12,16192,8797,7395
S001,FAB_013,W12,19483,12597,6886
S002,FAB_013,W12,16850,7232,9618
S004,FAB_013,W12,12820,4870,7950
S007,FAB_013,W12,14862,9099,5763
S008,FAB_013,W12,16760,7677,9083
S001,FAB_014,W12,23088,10246,12842
S002,FAB_014,W12,24100,9272,14828
S004,FAB_014,W12,24422,15070,9352
S003,FAB_014,W12,12158,7362,4796
S007,FAB_014,W12,22868,12443,10425
S001,FAB_015,W12,17384,7948,9436
S002,FAB_015,W12,19171,12202,6969
S004,FAB_015,W12,16395,10059,6336
S007,FAB_015,W12,13522,6244,7278
S008,FAB_015,W12,17615,7131,10484
S001,FAB_016,W12,18566,8727,9839
S002,FAB_016,W12,19479,8406,11073
S004,FAB_016,W12,18319,10203,8116
S005,FAB_016,W12,19835,11702,8133
S006,FAB_016,W12,22630,13936,8694
S001,FAB_017,W12,14732,5655,9077
S002,FAB_017,W12,23406,13292,10114
S004,FAB_017,W12,14611,5568,9043
S005,FAB_017,W12,21678,10726,10952
S003,FAB_017,W12,21321,11801,9520
S001,FAB_018,W12,14969,7984,6985
S002,FAB_018,W12,24765,11331,13434
S004,FAB_018,W12,12472,7592,4880
S007,FAB_018,W12,23915,15354,8561
S003,FAB_018,W12,14140,6998,7142
S001,FAB_019,W12,19997,7676,12321
S002,FAB_019,W12,18738,9035,9703
S004,FAB_019,W12,13037,5586,7451
S007,FAB_019,W12,17148,6065,11083
S006,FAB_019,W12,23107,11725,11382
S001,FAB_020,W12,24183,12647,11536
S002,FAB_020,W12,21257,8868,12389
S004,FAB_020,W12,22974,14058,8916
S005,FAB_020,W12,20504,10394,10110
S007,FAB_020,W12,23478,12571,10907
S001,FAB_021,W12,19091,10471,8620
S002,FAB_021,W12,16072,7948,8124
S004,FAB_021,W12,22874,12646,10228
S006,FAB_021,W12,18305,7223,11082
S003,FAB_021,W12,21147,13060,8087
S001,FAB_022,W12,22041,8075,13966
S002,FAB_022,W12,22541,14207,8334
S004,FAB_022,W12,20283,12264,8019
S005,FAB_022,W12,20123,12291,7832
S003,FAB_022,W12,13226,7610,5616
S001,FAB_023,W12,17253,7285,9968
S002,FAB_023,W12,16557,6045,10512
S004,FAB_023,W12,15648,8061,7587
S008,FAB_023,W12,18203,8573,9630
S003,FAB_023,W12,15850,5922,9928
S001,FAB_024,W12,19277,11380,7897
S002,FAB_024,W12,19341,7280,12061
S004,FAB_024,W12,20166,9762,10404
S003,FAB_024,W12,13944,8982,4962
S005,FAB_024,W12,24209,13218,10991
S001,FAB_025,W12,13681,6444,7237
S002,FAB_025,W12,12587,6509,6078
S004,FAB_025,W12,12002,7174,4828
S008,FAB_025,W12,24972,13266,11706
S006,FAB_025,W12,22142,11984,10158
S001,FAB_026,W12,20328,10544,9784
S002,FAB_026,W12,22724,12530,10194
S004,FAB_026,W12,17584,8071,9513
S005,FAB_026,W12,12889,7668,5221
S006,FAB_026,W12,19445,8742,10703
S001,FAB_027,W12,24573,13169,11404
S002,FAB_027,W12,19751,11159,8592
S004,FAB_027,W12,17952,10138,7814
S005,FAB_027,W12,13868,5259,8609
S007,FAB_027,W12,22795,9494,13301
S001,FAB_028,W12,17592,8031,9561
S002,FAB_028,W12,22381,14308,8073
S004,FAB_028,W12,16783,8631,8152
S006,FAB_028,W12,18125,10161,7964
S008,FAB_028,W12,12750,7893,4857
S001,FAB_029,W12,20067,7868,12199
S002,FAB_029,W12,23744,13599,10145
S004,FAB_029,W12,18704,7146,11558
S003,FAB_029,W12,22008,8996,13012
S006,FAB_029,W12,13978,8793,5185
S001,FAB_030,W12,18437,7645,10792
S002,FAB_030,W12,24802,10098,14704
S004,FAB_030,W12,17536,6704,10832
S006,FAB_030,W12,18790,6838,11952
S008,FAB_030,W12,22375,13452,8923
